Common Name,Scientific Name,stateProvince,locality,decimalLatitude,decimalLongitude,Matched_Suburb,Matched_Postcode
Ryegrass,Lolium perenne,Victoria,E0302600 Centre about 1 km NW of ALBANVALE,-37.74194,144.75833,BURNSIDE HEIGHTS,3023
Ryegrass,Lolium perenne,Victoria,650120 SNAKE VALLEY,-37.63573,143.57374,HAPPY VALLEY,3360
Ryegrass,Lolium perenne,Victoria,T3291100 Centre about 2 km ESE of PORT FAIRY,-38.39361,142.24889,KILLARNEY,3283
Ryegrass,Lolium perenne,Victoria,100212 ALVIE,-38.24753,143.52182,COROROOKE,3254
Ryegrass,Lolium perenne,Victoria,D2102200 Centre about 2 km N of STRATHLODDON,-37.10806,144.18611,VAUGHAN,3451
Ryegrass,Lolium perenne,Victoria,S1007100 Centre about 1 km NNE of WARRAMBINE,-37.93361,143.86389,BARUNAH PARK,3329
Ryegrass,Lolium perenne,Victoria,652066 CRESSY,-38.0505,143.65415,CRESSY,3322
Ryegrass,Lolium perenne,Victoria,T1564300 Centre about 1 km SW of ALTONA NORTH,-37.84972,144.83722,ALTONA NORTH,3025
Ryegrass,Lolium perenne,Victoria,PIGGOREET (580147) 1680 m from Happy Valley 296 deg,-37.72517,143.62502,HAPPY VALLEY,3360
Ryegrass,Lolium perenne,Victoria,E1186200 Centre about 2 km NNE of LEONGATHA,-38.46444,145.95056,MARDAN,3953
Ryegrass,Lolium perenne,Victoria,S2363400 Centre about 12 km N of MOORMBOOL WEST,-36.70111,144.8875,GOBARUP,3559
Ryegrass,Lolium perenne,Victoria,E0313900 Centre about 3 km SSE of SOMERTON,-37.65111,144.9675,CAMPBELLFIELD,3061
Ryegrass,Lolium perenne,Victoria,"NE398_2 Located about 140 m east of Oakes Road, south off the Shepparton-Barmah Road.",-36.09101,145.165,YIELIMA,3638
Ryegrass,Lolium perenne,Victoria,S2313100 Centre about 4 km ENE of AREEGRA,-36.24972,142.66806,BOOLITE,3392
Ryegrass,Lolium perenne,Victoria,S2304300 Centre about 4 km WNW of YANAC,-36.11639,141.40139,LITTLE DESERT,3418
Ryegrass,Lolium perenne,Victoria,WILLOWVALE (581485) 4069 m from Willowvale 4 deg,-37.84962,143.4552,LINTON,3360
Ryegrass,Lolium perenne,Victoria,652335 MURROON,-38.42001,143.78715,MURROON,3243
Ryegrass,Lolium perenne,Victoria,B0810900 Centre about 1 km S of WESTPARK,-38.30944,145.17139,BITTERN,3918
Ryegrass,Lolium perenne,Victoria,U0050200 Centre about 5 km WNW of NEERIM,-37.94833,145.90139,WARRAGUL SOUTH,3821
Ryegrass,Lolium perenne,Victoria,T2499200 Centre about 2 km S of TRUGANINA,-37.82361,144.7125,TRUGANINA,3029
Ryegrass,Lolium perenne,Victoria,E0109300 Centre about 1 km S of SAINT ALBANS SOUTH,-37.76556,144.81333,SUNSHINE NORTH,3020
Ryegrass,Lolium perenne,Victoria,Ingram Boundary CNR Ingram and Boundary Rds Coldstream,-37.7393,145.41333,GRUYERE,3770
Ryegrass,Lolium perenne,Victoria,T1550100 Centre about 6 km S of ALTONA MEADOWS,-37.92694,144.77778,WILLIAMS RAAF,3027
Ryegrass,Lolium perenne,Victoria,300264 WEERING,-38.12549,143.62275,CUNDARE,3251
Ryegrass,Lolium perenne,Victoria,651580 AVOCA,-37.05696,143.44073,MOYREISK,3477
Ryegrass,Lolium perenne,Victoria,"Bannockburn Parcel 2 Lot A PS631696 within the Bruces Creek Urban Development Area, McPhillips Road, Bannockburn appro",-38.0329,144.15788,SUTHERLANDS CREEK,3331
Ryegrass,Lolium perenne,Victoria,E1307100 Centre about 2 km WSW of DEER PARK,-37.76833,144.75167,DEER PARK NORTH,3023
Ryegrass,Lolium perenne,Victoria,E1195200 Centre about 1 km NNW of CLIFTON HILL,-37.78444,144.99528,CLIFTON HILL,3068
Ryegrass,Lolium perenne,Victoria,Lindum Vale Drainage parcel WORM Gas pipeline study area. Various private property between Plumpton and Wollert,-37.55916,144.89812,ROXBURGH PARK,3064
Ryegrass,Lolium perenne,Victoria,F4812000 Centre about 2 km S of BOORHAMAN,-36.2225,146.29083,WANGARATTA,3676
Ryegrass,Lolium perenne,Victoria,T3270900 Centre about 2 km NNE of STEIGLITZ,-37.85639,144.19028,STAUGHTON VALE,3340
Ryegrass,Lolium perenne,Victoria,E0312900 Centre about 2 km SSE of SOMERTON,-37.64833,144.96639,CAMPBELLFIELD,3061
Ryegrass,Lolium perenne,Victoria,5697 DOOKIE,-36.30968,145.75828,WAGGARANDALL,3646
Ryegrass,Lolium perenne,Victoria,SW433 Site located in Torquay in small patch of vegetation adjacent to parkland.,-38.33945,144.3163,TORQUAY,3228
Ryegrass,Lolium perenne,Victoria,5699 DOOKIE,-36.31485,145.75778,WAGGARANDALL,3646
Ryegrass,Lolium perenne,Victoria,"Biodiversity Assessment: 1/69A Constantine Avenue, St Andrews Beach, Victoria Private property (0.58 hectares in size) t",-38.42487,144.83779,TOOTGAROOK,3941
Ryegrass,Lolium perenne,Victoria,S3799700 Centre about 1 km WSW of BUNINYONG,-37.65028,143.87972,BUNINYONG,3357
Ryegrass,Lolium perenne,Victoria,T2485100 Centre about 2 km W of PAKENHAM,-38.07667,145.455,PAKENHAM SOUTH,3810
Ryegrass,Lolium perenne,Victoria,S0038200 Centre about 2 km N of BEVERFORD,-35.21917,143.47611,BEVERFORD,3590
Ryegrass,Lolium perenne,Victoria,F0054800 Centre about 5 km E of DELVINE,-37.89556,147.42111,THE FINGERBOARD,3864
Ryegrass,Lolium perenne,Victoria,1592265A Centre about 2 km SW of LANGWARRIN,-38.16516,145.16799,LANGWARRIN,3910
Ryegrass,Lolium perenne,Victoria,E0479400 Centre about 2 km S of HAWKSBURN,-37.72083,144.7325,FRASER RISE,3336
Ryegrass,Lolium perenne,Victoria,"SW468 Eastern bank of upper Moorabool River, approx 4 km south of site SW469 and just north of railway crossing",-37.57463,144.06033,GORDON,3345
Ryegrass,Lolium perenne,Victoria,T2414300 Centre about 1 km ESE of CLIFTON HILL,-37.79389,145.0125,ABBOTSFORD,3067
Ryegrass,Lolium perenne,Victoria,U0016300 Centre about 2 km S of COLDSTREAM,-37.73889,145.37333,LILYDALE,3140
Ryegrass,Lolium perenne,Victoria,E1111600 Centre about 2 km E of PAKENHAM,-38.07833,145.49889,PAKENHAM SOUTH,3810
Ryegrass,Lolium perenne,Victoria,Deer Park Boral Monitoring Deer Park,-37.76991,144.73485,DEER PARK NORTH,3023
Ryegrass,Lolium perenne,Victoria,Hazelwood North Solar Farm 6.8km SW of Taralgon,-38.2337,146.47546,HAZELWOOD NORTH,3840
Ryegrass,Lolium perenne,Victoria,Withheld,-37.717,145.0554,LA TROBE UNIVERSITY,3086
Ryegrass,Lolium perenne,Victoria,100104 CUNDARE,-38.15965,143.6023,CUNDARE,3251
Ryegrass,Lolium perenne,Victoria,U0051500 Centre about 6 km E of FUMINA SOUTH,-37.965,146.20139,AMOR,3825
Ryegrass,Lolium perenne,Victoria,S2350900 Centre about 3 km N of DEEP LEAD,-36.99278,142.72083,CONCONGELLA,3381
Ryegrass,Lolium perenne,Victoria,T0078200 Centre about 3 km S of MANOR,-37.95889,144.57083,MAMBOURIN,3024
Ryegrass,Lolium perenne,Victoria,M3405200 Centre about 1 km N of WHARPARILLA NORTH,-36.08444,144.62278,BAMAWM EXTENSION,3564
Ryegrass,Lolium perenne,Victoria,S3791500 Centre about 2 km WSW of ADDINGTON,-37.39444,143.64778,POOTILLA,3352
Ryegrass,Lolium perenne,Victoria,Hazelwood North Solar Farm 6.8km SW of Taralgon,-38.2337,146.47546,HAZELWOOD NORTH,3840
Ryegrass,Lolium perenne,Victoria,U7005900 Centre about 1 km NNE of ESMOND,-36.065,146.18472,ESMOND,3730
Ryegrass,Lolium perenne,Victoria,101610 WEERING,-38.06755,143.73661,BARUNAH PLAINS,3329
Ryegrass,Lolium perenne,Victoria,E2253400 Centre about 4 km WSW of WOLLERT,-37.60861,144.99194,WOLLERT,3750
Ryegrass,Lolium perenne,Victoria,T0018700 Centre about 2 km ENE of YAN YEAN,-37.56222,145.12528,YAN YEAN,3755
Ryegrass,Lolium perenne,Victoria,101178 CLUNES,-37.30625,143.80812,MOUNT CAMERON,3370
Ryegrass,Lolium perenne,Victoria,E0019200 Centre about 2 km N of SUNSET STRIP ESTATE,-38.47972,145.26667,RHYLL,3923
Ryegrass,Lolium perenne,Victoria,CW238_2 VIC,-36.3,143.68533,KINYPANIAL,3520
Ryegrass,Lolium perenne,Victoria,"NE139_2 Located 5 km west of Chiltern, No. 2 Dam Chiltern Valley, Chiltern-Mt Pilot National Park.",-36.14598,146.55109,CHILTERN,3683
Ryegrass,Lolium perenne,Victoria,S1451400 S1451400,-37.8947,142.9792,PURA PURA,3271
Ryegrass,Lolium perenne,Victoria,E1820500 Centre about 2 km NW of LEOPOLD,-38.17889,144.45333,LEOPOLD,3224
Ryegrass,Lolium perenne,Victoria,S0335700 Centre about 5 km S of PORTLAND,-38.38389,141.59722,PORTLAND NORTH,3305
Ryegrass,Lolium perenne,Victoria,E0437400 Centre about 1 km NNE of PARKDALE,-37.98028,145.09556,HEATHERTON,3202
Ryegrass,Lolium perenne,Victoria,S1408900 Centre about 3 km W of TRUGANINA,-37.80722,144.68139,TRUGANINA,3029
Ryegrass,Lolium perenne,Victoria,Forge Creek VIC 3875 GPN7815-940 Forge Creek Road-Forge Creek: Area 15.99 ha.,-37.9031,147.6339,BANKSIA PENINSULA,3875
Ryegrass,Lolium perenne,Victoria,E0253300 Centre about 1 km S of ALTONA NORTH,-37.85,144.84528,ALTONA NORTH,3025
Ryegrass,Lolium perenne,Victoria,100034 IRREWARRA,-38.31538,143.63868,COLAC,3250
Ryegrass,Lolium perenne,Victoria,D0307000 Centre about 4 km NW of WELTON,-35.9525,144.47556,GUNBOWER,3566
Ryegrass,Lolium perenne,Victoria,E1358600 Centre about 247 m SE of WATTLE PARK,-37.8375,145.10556,DEAKIN UNIVERSITY,3217
Ryegrass,Lolium perenne,Victoria,D0307400 Centre about 5 km SSE of RED RISE,-35.9075,144.42167,GUNBOWER,3566
Ryegrass,Lolium perenne,Victoria,Annandale grasslands Annandale grasslands,-37.70637,144.84687,KEILOR NORTH,3036
Ryegrass,Lolium perenne,Victoria,1056498A Centre about 2 km SSE of GHIN GHIN,-37.18182,145.38464,GLENBURN,3717
Ryegrass,Lolium perenne,Victoria,S2363700 Centre about 2 km ENE of HEATHCOTE,-36.915,144.72639,HEATHCOTE SOUTH,3523
Ryegrass,Lolium perenne,Victoria,D3811100 Centre about 1 km SW of DARLINGTON,-37.99944,143.045,PURA PURA,3271
Ryegrass,Lolium perenne,Victoria,E2356300 Centre about 4 km S of AVALON,-38.12672,144.42538,MOOLAP,3224
Ryegrass,Lolium perenne,Victoria,F0082200 Centre about 6 km NNE of MYWEE,-35.83,145.53944,ULUPNA,3641
Ryegrass,Lolium perenne,Victoria,D1999200 Centre about 2 km NW of FARADAY,-37.03056,144.27333,CASTLEMAINE,3450
Ryegrass,Lolium perenne,Victoria,E0505700 Centre about 4 km SE of WOLLERT,-37.61472,145.06417,SOUTH MORANG,3752
Ryegrass,Lolium perenne,Victoria,"SW282 South of Lake Lonsdale, west of Stawell.",-37.06217,142.65942,MOKEPILLY,3381
Ryegrass,Lolium perenne,Victoria,T1592400 Centre about 1 km SSE of OAKLANDS JUNCTION,-37.63333,144.84083,GREENVALE,3059
Ryegrass,Lolium perenne,Victoria,Lethbridge Lethbridge,-37.94659,144.0864,LETHBRIDGE,3332
Ryegrass,Lolium perenne,Victoria,"Bellarine Transfer Main Stage 5A, Waurn Ponds The study area is on rail reserve access tracks (running along the rail re",-38.2138,144.32027,MARSHALL,3216
Ryegrass,Lolium perenne,Victoria,D21329 Various sites across the Budj Bim Lava Flow,-38.19349,141.75175,MILLTOWN,3304
Ryegrass,Lolium perenne,Victoria,T0232400 Centre about 3 km WNW of WYNDHAM VALE,-37.88028,144.5975,MANOR LAKES,3024
Ryegrass,Lolium perenne,Victoria,S3797500 Centre about 1 km S of BALD HILLS,-37.44444,143.84444,CRESWICK,3363
Ryegrass,Lolium perenne,Victoria,T2456100 Centre about 4 km ENE of SOMERTON,-37.6175,144.98444,WOLLERT,3750
Ryegrass,Lolium perenne,Victoria,"Heatherdale Reserve off Heatherdale Rd, and Purches St, Mitcham",-37.82808,145.21074,MITCHAM NORTH,3132
Ryegrass,Lolium perenne,Victoria,HADDON (582074) 1814 m from Haddon 105 deg,-37.58667,143.69872,LUCAS,3350
Ryegrass,Lolium perenne,Victoria,T2505400 Centre about 1 km ESE of TRUGANINA,-37.81194,144.7275,TRUGANINA,3029
Ryegrass,Lolium perenne,Victoria,U4068700 Centre about 2 km ENE of KILCUNDA,-38.54167,145.49694,DALYSTON,3992
Ryegrass,Lolium perenne,Victoria,M3402600 Centre about 4 km S of PYRAMID CREEK,-35.7525,143.94861,MACORNA,3579
Ryegrass,Lolium perenne,Victoria,Sunbury VIC 3429 GPN6767-Evans Street-Sunbury: Area 3.37 ha.,-37.5826,144.7263,WILDWOOD,3429
Ryegrass,Lolium perenne,Victoria,E0006100 Centre about 3 km SW of CHARTWELL,-37.81778,144.61806,MANOR LAKES,3024
Ryegrass,Lolium perenne,Victoria,"Management Unit 1 - scattered trees and lawn National Drive Reserve, Dandenong",-38.0403,145.23537,LYNDHURST,3975
Ryegrass,Lolium perenne,Victoria,100194 ONDIT,-38.27275,143.62106,COLAC,3250
Ryegrass,Lolium perenne,Victoria,"NE130_2 Located on the bank of Murrays Creek, Police Paddock, Gooramadda State Forest.",-35.97795,146.50939,CARLYLE,3685
Ryegrass,Lolium perenne,Victoria,D21315 Various sites across the Budj Bim Lava Flow,-38.1982,141.77616,MILLTOWN,3304
Ryegrass,Lolium perenne,Victoria,S1812200 Centre about 10 km SSE of DORODONG,-37.41667,141.11667,PURALKA,3311
Ryegrass,Lolium perenne,Victoria,T1596200 Centre about 1 km SE of ENDEVOUR HILLS,-37.98389,145.26056,MILDURA,3502
Ryegrass,Lolium perenne,Victoria,E0315400 Centre about 1 km NW of SAINT KILDA,-37.85667,144.975,ST KILDA SOUTH,3182
Ryegrass,Lolium perenne,Victoria,651418 LEXTON,-37.23913,143.54373,AMHERST,3371
Ryegrass,Lolium perenne,Victoria,F2127100 Centre about 4 km SSE of BEACONSFIELD UPPER,-38.03111,145.43778,DEWHURST,3808
Ryegrass,Lolium perenne,Victoria,NE387_2 Located about 400 m upstream from Bouchers Lane in a Natural Features Reserve.,-35.84222,145.48209,ULUPNA,3641
Ryegrass,Lolium perenne,Victoria,U4086400 U4086400,-37.4686,144.9378,BEVERIDGE,3753
Ryegrass,Lolium perenne,Victoria,5509 TALLYGAROOPNA,-36.22015,145.49151,TALLYGAROOPNA,3634
Ryegrass,Lolium perenne,Victoria,CW57_2 VIC,-37.33085,143.72454,MOUNT CAMERON,3370
Ryegrass,Lolium perenne,Victoria,T0212700 Centre about 1 km SE of ENDEVOUR HILLS,-37.98389,145.26056,MILDURA,3502
Ryegrass,Lolium perenne,Victoria,Withheld,-37.7927,144.83585,BALLARAT,3353
Ryegrass,Lolium perenne,Victoria,T4046700 Centre about 1 km SSE of DALLAS,-37.67389,144.94361,DALLAS,3047
Ryegrass,Lolium perenne,Victoria,T2532400 T2532400,-37.785,144.7469,DEER PARK NORTH,3023
Ryegrass,Lolium perenne,Victoria,F1211800 Centre about 2 km W of HAZELWOOD NORTH,-38.26778,146.40917,HAZELWOOD NORTH,3840
Ryegrass,Lolium perenne,Victoria,T0933814 T0933814,-38.6193,145.58138,SOUTH DUDLEY,3995
Ryegrass,Lolium perenne,Victoria,D2141500 Centre about 1 km SW of PORT FAIRY,-38.38889,142.225,KILLARNEY,3283
Ryegrass,Lolium perenne,Victoria,T0023400 Centre about 1 km N of BLAIRGOWRIE,-38.35417,144.76944,BLAIRGOWRIE,3942
Ryegrass,Lolium perenne,Victoria,"SW444 Inverleigh NCR. Adjacent to Links track, Inverleigh",-38.08089,144.04677,TEESDALE,3328
Ryegrass,Lolium perenne,Victoria,T3339200 Centre about 19 km ENE of GLENCAIRN,-37.43194,146.73472,BURAGWONDUC,3858
Ryegrass,Lolium perenne,Victoria,E0034900 Centre about 3 km WNW of DERRIMUT,-37.81778,144.74861,LAVERTON NORTH,3026
Ryegrass,Lolium perenne,Victoria,T2401700 Centre about 1 km ENE of MORANG SOUTH,-37.6475,145.10222,PLENTY,3090
Ryegrass,Lolium perenne,Victoria,E1310600 Centre about 1 km NNW of SUNSHINE NORTH,-37.7475,144.84389,KEILOR EAST,3033
Ryegrass,Lolium perenne,Victoria,S6000000 Centre about 7 km NE of DERGHOLM,-37.33333,141.28333,PURALKA,3311
Ryegrass,Lolium perenne,Victoria,D3421100 Centre about 3 km S of GREDGWIN,-35.99278,143.62917,CATUMNAL,3537
Ryegrass,Lolium perenne,Victoria,E2202600 Centre about 3 km WSW of ARDEER,-37.79306,144.76694,DEER PARK NORTH,3023
Ryegrass,Lolium perenne,Victoria,"NE341 Located along the bank of the King River, within the riparian zone, about 890 m north of the intersection of Upper",-36.8137,146.41592,WHITFIELD,3733
Ryegrass,Lolium perenne,Victoria,NE68 Located 5 km north of Wangaratta on the Lower Ovens River floodplain.,-36.29754,146.28323,WANGARATTA,3676
Ryegrass,Lolium perenne,Victoria,"Forest Red Gum Accessible from Forest Red Gum Drive or Arcadia Avenue, Mickleham",-37.55824,144.89994,ROXBURGH PARK,3064
Ryegrass,Lolium perenne,Victoria,D2803500 Centre about 5 km N of CLUNES,-37.24833,143.78889,MOUNT CAMERON,3370
Ryegrass,Lolium perenne,Victoria,"NE132_2 Located 80 m north of Mt Ochtertyre Road, 15 km east of Rutherglen, Ochtertyre Natural Features Reserve.",-36.0197,146.60224,CARLYLE,3685
Ryegrass,Lolium perenne,Victoria,C6314600 Centre about 11 km ENE of THE BROTHERS,-36.90111,147.88611,BENAMBRA,3900
Ryegrass,Lolium perenne,Victoria,S1707300 Centre about 3 km SE of WOOROONOOK,-36.27722,143.23694,TEDDYWADDY WEST,3527
Ryegrass,Lolium perenne,Victoria,D21318 Various sites across the Budj Bim Lava Flow,-38.1919,141.77217,MILLTOWN,3304
Ryegrass,Lolium perenne,Victoria,U0051300 Centre about 5 km SSW of TANJIL BREN,-37.865,146.15139,BAW BAW VILLAGE,3833
Ryegrass,Lolium perenne,Victoria,100096 DREEITE,-38.17661,143.50699,CUNDARE,3251
Ryegrass,Lolium perenne,Victoria,D21338 Various sites across the Budj Bim Lava Flow,-38.13735,141.78118,BREAKAWAY CREEK,3303
Ryegrass,Lolium perenne,Victoria,S1805500 Centre about 8 km N of GORAE WEST,-38.16667,141.5,PORTLAND NORTH,3305
Ryegrass,Lolium perenne,Victoria,U0051700 Centre about 6 km S of CONFERENCE CORNER,-38.065,146.43472,BOOLA,3825
Ryegrass,Lolium perenne,Victoria,KLT01A00 Centre about 6 km NNW of SEA LAKE,-35.44083,142.82944,TYRRELL,3533
Ryegrass,Lolium perenne,Victoria,T0605800 Centre about 2 km S of GLEN FORBES,-38.47389,145.54667,GLEN FORBES,3990
Ryegrass,Lolium perenne,Victoria,S1808200 Centre about 4 km WSW of BUCKLEY SWAMP,-37.86667,142.03333,HAMILTON,3300
Ryegrass,Lolium perenne,Victoria,T3283500 Centre about 2 km E of LOY YANG,-38.17917,146.6375,GLENGARRY,3854
Ryegrass,Lolium perenne,Victoria,E1158100 Centre about 3 km NW of LALOR,-37.65111,144.99722,LALOR,3075
Ryegrass,Lolium perenne,Victoria,F0051500 Centre about 1 km SE of BUMBERRAH,-37.8025,147.83806,JOHNSONVILLE,3902
Ryegrass,Lolium perenne,Victoria,"Ronald E. Gray Reserve off Springvale Rd, Nunawading",-37.807,145.1793,NUNAWADING,3131
Ryegrass,Lolium perenne,Victoria,M1402000 Centre about 1 km SW of LITCHFIELD,-36.30472,142.83583,LAEN EAST,3480
Ryegrass,Lolium perenne,Victoria,"035-016-0093 On the eastern side of Henty Hwy, 5km north of Woohlpooer",-37.33099,142.1547,ROCKLANDS,3401
Ryegrass,Lolium perenne,Victoria,CW304_2 VIC,-36.9884,144.323,RAVENSWOOD SOUTH,3453
Ryegrass,Lolium perenne,Victoria,DEREEL (580465) 3464 m from Dereel 324 deg,-37.84241,143.7774,ROKEWOOD,3330
Ryegrass,Lolium perenne,Victoria,N0217200 Centre about 2 km NE of BANGHOLME,-38.04028,145.18028,KEYSBOROUGH,3173
Ryegrass,Lolium perenne,Victoria,F0053400 Centre about 4 km W of FORGE CREEK,-37.90278,147.58028,BANKSIA PENINSULA,3875
Ryegrass,Lolium perenne,Victoria,BRC2_W31 Green Swamp Wildlife Reserve,-36.45018,141.03378,TELOPEA DOWNS,3420
Ryegrass,Lolium perenne,Victoria,13 Edward Street Upper Ferntree Gully,-37.89762,145.3169,TREMONT,3785
Ryegrass,Lolium perenne,Victoria,T0022300 Centre about 2 km WNW of FRANKSTON,-38.15111,145.11167,FRANKSTON HEIGHTS,3199
Ryegrass,Lolium perenne,Victoria,100110 BEEAC,-38.15683,143.62286,WEERING,3251
Ryegrass,Lolium perenne,Victoria,101183 CLUNES,-37.29213,143.74426,MOUNT CAMERON,3370
Ryegrass,Lolium perenne,Victoria,E1176600 Centre about 2 km E of OFFICER,-38.0575,145.43833,OFFICER SOUTH,3809
Ryegrass,Lolium perenne,Victoria,S2359400 Centre about 4 km WSW of PILCHERS BRIDGE,-36.94,144.36806,MYRTLE CREEK,3551
Ryegrass,Lolium perenne,Victoria,T1385700 Centre about 1 km E of EAST BRUNSWICK,-37.77056,144.9875,SUMNER,3057
Ryegrass,Lolium perenne,Victoria,"Spavin Dam Drainage, Sunbury (Site 90) Spavin Dam Drainage, Sunbury (Site 90) part of Hume Conservation Reserves Monitor",-37.55886,144.7155,WILDWOOD,3429
Ryegrass,Lolium perenne,Victoria,S3904300 Centre about 1 km SW of SPECIMEN HILL,-36.76833,144.23833,GOLDEN GULLY,3555
Ryegrass,Lolium perenne,Victoria,F0220900 Centre about 2 km SE of STRATFORD,-37.97861,147.10056,KILMANY,3851
Ryegrass,Lolium perenne,Victoria,MANNIBADAR (580894) 4019 m from Bradvale 237 deg,-37.77543,143.44276,LINTON,3360
Ryegrass,Lolium perenne,Victoria,W69_2 Located about 10 km north of Gymbowen in Nurcoung Bushland Reserve.,-36.64047,141.67115,MITRE,3409
Ryegrass,Lolium perenne,Victoria,E1179400 Centre about 4 km SSW of UPPER FERNTREE GULLY,-37.92278,145.28861,LYSTERFIELD,3156
Ryegrass,Lolium perenne,Victoria,"NE340 Access through private land owned by Jim Findlay, east of Ryans Lane, about 2 km east of the Edi-Cheshunt Road.",-36.7911,146.45483,EDI UPPER,3678
Ryegrass,Lolium perenne,Victoria,"NE246 Located about 80 m north of Running Creek Road, on the southern bank of Running Creek, about 4 km south-west of Ru",-36.55966,147.00614,HAVILAH,3737
Ryegrass,Lolium perenne,Victoria,T2476800 Centre about 2 km ESE of WHEELERS HILL,-37.9075,145.20472,SCORESBY,3179
Ryegrass,Lolium perenne,Victoria,"NE85 Located about 1 km south of the Carboor-Docker Road and Allans Lane intersection, 9 km north-east of Moyhu.",-36.53831,146.43777,MYRTLEFORD,3736
Ryegrass,Lolium perenne,Victoria,Mornington Peninsula Freeway Mornington Peninsula Freeway,-38.0371,145.1392,CHELSEA,3196
Ryegrass,Lolium perenne,Victoria,"Kalkallo Common North, Kalkallo (Site 43) Kalkallo Common North, Kalkallo (Site 43), part of Hume Conservation Reserves",-37.52899,144.95502,ROXBURGH PARK,3064
Ryegrass,Lolium perenne,Victoria,E2319400 Centre about 3 km NE of WONGA PARK,-37.71583,145.30167,CHIRNSIDE PARK,3116
Ryegrass,Lolium perenne,Victoria,S2301000 Centre about 3 km ENE of VECTIS EAST,-36.65,142.05222,WAIL,3401
Ryegrass,Lolium perenne,Victoria,S1808100 Centre about 6 km E of BYADUK NORTH,-37.9,142.01667,WARRABKOOK,3286
Ryegrass,Lolium perenne,Victoria,S1413000 Centre about 2 km NNW of TRUGANINA,-37.78917,144.705,TRUGANINA,3029
Ryegrass,Lolium perenne,Victoria,T0724300 Centre about 1 km NNE of HADFIELD,-37.70417,144.95361,FAWKNER,3060
Ryegrass,Lolium perenne,Victoria,D1925300 Centre about 4 km ENE of CONDAH MISSION,-38.06639,141.835,CONDAH SWAMP,3286
Ryegrass,Lolium perenne,Victoria,"Dorset Road Dorset Road, Boronia",-37.90638,145.28043,LYSTERFIELD,3156
Ryegrass,Lolium perenne,Victoria,M0107100 Centre about 7 km NW of CULFEARNE,-35.57222,144.00944,KOONDROOK,3580
Ryegrass,Lolium perenne,Victoria,D3156200 Centre about 2 km WNW of MOONLIGHT FLAT,-37.03861,143.64583,MOOLORT,3465
Ryegrass,Lolium perenne,Victoria,651905 MIDDLE CREEK,-37.37001,143.24465,BAYINDEEN,3375
Ryegrass,Lolium perenne,Victoria,540493 CLUNES,-37.28867,143.80005,MOUNT CAMERON,3370
Ryegrass,Lolium perenne,Victoria,T0249000 Centre about 2 km WSW of OFFICER,-38.0675,145.38556,OFFICER SOUTH,3809
Ryegrass,Lolium perenne,Victoria,M0119500 Centre about 2 km NNW of SKIPTON,-37.67056,143.35639,BRADVALE,3361
Ryegrass,Lolium perenne,Victoria,T0011000 Centre about 3 km SE of BULLA,-37.65389,144.82639,MELBOURNE AIRPORT,3045
Ryegrass,Lolium perenne,Victoria,"Western Highway duplication - Beaufort to Ararat Western Highway between Beaufort and Ararat, 170 km west of Melbourne,",-37.3778,143.21983,BAYINDEEN,3375
Ryegrass,Lolium perenne,Victoria,Woodhouse Station Eynesbury - West of Werribee River,-37.80459,144.57717,MANOR LAKES,3024
Ryegrass,Lolium perenne,Victoria,D2822800 Centre about 3 km NW of MINGAY,-37.81778,143.30417,BRADVALE,3361
Ryegrass,Lolium perenne,Victoria,Paradise Piggery West of Terricks-Gunbower Rd and South of Angus Road Patho West,-36.03056,144.39778,TORRUMBARRY,3562
Ryegrass,Lolium perenne,Victoria,8846 GRENVILLE,-37.76549,143.8892,BUNINYONG,3357
Ryegrass,Lolium perenne,Victoria,U0050100 Centre about 6 km S of POWELLTOWN,-37.915,145.75139,POWELLTOWN,3797
Ryegrass,Lolium perenne,Victoria,Bannockburn VIC 3331 GPN5999-Masons Road-Bannockburn: Area 57.67 ha.,-38.0637,144.1289,MURGHEBOLUC,3218
Ryegrass,Lolium perenne,Victoria,S1300800 Centre about 4 km NW of CARNGHAM,-37.55667,143.55972,POOTILLA,3352
Ryegrass,Lolium perenne,Victoria,E2386700 Centre about 3 km NNE of MOOLAP,-38.15639,144.44444,MOOLAP,3221
Ryegrass,Lolium perenne,Victoria,B1886300 Centre about 2 km ESE of BRAESIDE,-37.99972,145.12639,MORDIALLOC NORTH,3195
Ryegrass,Lolium perenne,Victoria,S3810800 Centre about 1 km E of BUNKERS HILL,-37.56389,143.76444,LUCAS,3350
Ryegrass,Lolium perenne,Victoria,GH13 Glenelg-Hopkins CMA region,-37.61321,143.31507,BRADVALE,3361
Ryegrass,Lolium perenne,Victoria,F0133000 Centre about 7 km NNE of ELDORADO,-36.25556,146.55556,ELDORADO,3746
Ryegrass,Lolium perenne,Victoria,T1750400 Centre about 2 km SSW of DROMANA,-38.35722,144.95,MCCRAE,3938
Ryegrass,Lolium perenne,Victoria,East-West Runway Bedigo Airfield,-36.7379,144.33165,BENDIGO SOUTH,3550
Ryegrass,Lolium perenne,Victoria,BRC2_W294 Gashes Swamp Wildlife Reserve,-36.83537,141.09843,APSLEY,3319
Ryegrass,Lolium perenne,Victoria,"BRC2 E77 Connleys Road, bounded by private farm land to one side, 6.3km north west of Omeo.",-37.05572,147.55083,BUNDARA,3898
